CUSIP,Security Type,Security Term,Auction Date
912796VJ5,Bill,4-Week,2019-05-30
912796VN6,Bill,8-Week,2019-05-30
9128286Q8,FRN Note,1-Year 11-Month,2019-05-29
9128286X3,Note,7-Year,2019-05-29
9128286V7,Note,2-Year,2019-05-28
912828XT2,Note,5-Year,2019-05-28
912796SF7,Bill,13-Week,2019-05-28
912796SU4,Bill,26-Week,2019-05-28
9128285W6,TIPS Note,9-Year 8-Month,2019-05-23
912796VH9,Bill,4-Week,2019-05-23
912796VM8,Bill,8-Week,2019-05-23
912796SR1,Bill,52-Week,2019-05-21
912796SE0,Bill,13-Week,2019-05-20
912796ST7,Bill,26-Week,2019-05-20
912796VG1,Bill,4-Week,2019-05-16
912796VL0,Bill,8-Week,2019-05-16
912796QV4,Bill,13-Week,2019-05-13
912796SS9,Bill,26-Week,2019-05-13
912810SH2,Bond,30-Year,2019-05-09
912796VF3,Bill,4-Week,2019-05-09
912796VK2,Bill,8-Week,2019-05-09
9128286T2,Note,10-Year,2019-05-08
9128286U9,Note,3-Year,2019-05-07
912796SC4,Bill,13-Week,2019-05-06
912796RM3,Bill,26-Week,2019-05-06
912796VE6,Bill,4-Week,2019-05-02
912796RU5,CMB,37-Day,2019-05-02
912796VJ5,Bill,8-Week,2019-05-02
912796SB6,Bill,13-Week,2019-04-29
912796SQ3,Bill,26-Week,2019-04-29
912796VD8,Bill,4-Week,2019-04-25
912796VH9,Bill,8-Week,2019-04-25
9128286S4,Note,7-Year,2019-04-25
9128286Q8,FRN Note,2-Year,2019-04-24
9128286R6,Note,5-Year,2019-04-24
912828WG1,Note,2-Year,2019-04-23
912796SM2,Bill,52-Week,2019-04-23
912796SA8,Bill,13-Week,2019-04-22
912796SP5,Bill,26-Week,2019-04-22
9128286N5,TIPS Note,5-Year,2019-04-18
912796VC0,Bill,4-Week,2019-04-18
912796VG1,Bill,8-Week,2019-04-18
912796QR3,Bill,13-Week,2019-04-15
912796SN0,Bill,26-Week,2019-04-15
912796VB2,Bill,4-Week,2019-04-11
912796VF3,Bill,8-Week,2019-04-11
912810SF6,Bond,29-Year 10-Month,2019-04-11
9128286B1,Note,9-Year 10-Month,2019-04-10
9128286M7,Note,3-Year,2019-04-09
912796RZ4,Bill,13-Week,2019-04-08
912796RF8,Bill,26-Week,2019-04-08
912796VA4,Bill,4-Week,2019-04-04
912796VE6,Bill,8-Week,2019-04-04
912796RW1,Bill,13-Week,2019-04-01
912796SL4,Bill,26-Week,2019-04-01
912796UZ0,Bill,4-Week,2019-03-28
912796VD8,Bill,8-Week,2019-03-28
9128286L9,Note,7-Year,2019-03-28
912828W71,Note,5-Year,2019-03-27
9128285Y2,FRN Note,1-Year 10-Month,2019-03-27
912828C57,Note,2-Year,2019-03-26
912796SH3,Bill,52-Week,2019-03-26
912796RV3,Bill,13-Week,2019-03-25
912796SK6,Bill,26-Week,2019-03-25
9128285W6,TIPS Note,9-Year 10-Month,2019-03-21
912796UY3,Bill,4-Week,2019-03-21
912796VC0,Bill,8-Week,2019-03-21
912796QM4,Bill,13-Week,2019-03-18
912796SJ9,Bill,26-Week,2019-03-18
912796UX5,Bill,4-Week,2019-03-14
912796VB2,Bill,8-Week,2019-03-14
912810SF6,Bond,29-Year 11-Month,2019-03-13
9128286B1,Note,9-Year 11-Month,2019-03-12
9128286H8,Note,3-Year,2019-03-11
912796RU5,Bill,13-Week,2019-03-11
912796RA9,Bill,26-Week,2019-03-11
912796UW7,Bill,4-Week,2019-03-07
912796VA4,Bill,8-Week,2019-03-07
912796RH4,CMB,42-Day,2019-03-05
912796RS0,Bill,13-Week,2019-03-04
912796SG5,Bill,26-Week,2019-03-04
912796UV9,Bill,4-Week,2019-02-28
912796UZ0,Bill,8-Week,2019-02-28
912796RG6,CMB,41-Day,2019-02-28
912796SD2,Bill,52-Week,2019-02-26
9128286F2,Note,7-Year,2019-02-26
912796RR2,Bill,13-Week,2019-02-25
912796SF7,Bill,26-Week,2019-02-25
9128286D7,Note,2-Year,2019-02-25
9128286G0,Note,5-Year,2019-02-25
912810SG4,TIPS Bond,30-Year,2019-02-21
912796UU1,Bill,4-Week,2019-02-21
912796UY3,Bill,8-Week,2019-02-21
9128285Y2,FRN Note,1-Year 11-Month,2019-02-20
912796QH5,Bill,13-Week,2019-02-19
912796SE0,Bill,26-Week,2019-02-19
912796UT4,Bill,4-Week,2019-02-14
912796UX5,Bill,8-Week,2019-02-14
912796RQ4,Bill,13-Week,2019-02-11
912796QV4,Bill,26-Week,2019-02-11
912810SF6,Bond,30-Year,2019-02-07
912796US6,Bill,4-Week,2019-02-07
912796UW7,Bill,8-Week,2019-02-07
9128286B1,Note,10-Year,2019-02-06
912796XJ3,CMB,18-Day,2019-02-06
9128286C9,Note,3-Year,2019-02-05
912796RP6,Bill,13-Week,2019-02-04
912796SC4,Bill,26-Week,2019-02-04
912796UR8,Bill,4-Week,2019-01-31
912796UV9,Bill,8-Week,2019-01-31
912796RY7,Bill,52-Week,2019-01-29
9128285Y2,FRN Note,2-Year,2019-01-29
9128286A3,Note,7-Year,2019-01-29
912796RJ0,Bill,13-Week,2019-01-28
912796SB6,Bill,26-Week,2019-01-28
9128285X4,Note,2-Year,2019-01-28
9128285Z9,Note,5-Year,2019-01-28
912796UQ0,Bill,4-Week,2019-01-24
912796UU1,Bill,8-Week,2019-01-24
912796QC6,Bill,13-Week,2019-01-22
912796SA8,Bill,26-Week,2019-01-22
9128285W6,TIPS Note,10-Year,2019-01-17
912796UP2,Bill,4-Week,2019-01-17
912796UT4,Bill,8-Week,2019-01-17
912796RH4,Bill,13-Week,2019-01-14
912796QR3,Bill,26-Week,2019-01-14
912796UN7,Bill,4-Week,2019-01-10
912796US6,Bill,8-Week,2019-01-10
912810SE9,Bond,29-Year 10-Month,2019-01-10
9128285M8,Note,9-Year 10-Month,2019-01-09
9128285V8,Note,3-Year,2019-01-08
912796RG6,Bill,13-Week,2019-01-07
912796RZ4,Bill,26-Week,2019-01-07
912796UM9,Bill,4-Week,2019-01-03
912796UR8,Bill,8-Week,2019-01-03
912796RD3,Bill,13-Week,2018-12-31
912796RW1,Bill,26-Week,2018-12-31
912796RT8,Bill,52-Week,2018-12-31
912796UL1,Bill,4-Week,2018-12-27
912796UQ0,Bill,8-Week,2018-12-27
9128285T3,Note,7-Year,2018-12-27
9128285U0,Note,5-Year,2018-12-26
9128285H9,FRN Note,1-Year 10-Month,2018-12-26
9128285S5,Note,2-Year,2018-12-24
912796PX1,Bill,13-Week,2018-12-24
912796RV3,Bill,26-Week,2018-12-24
9128284H0,TIPS Note,4-Year 4-Month,2018-12-20
912796UK3,Bill,4-Week,2018-12-20
912796UP2,Bill,8-Week,2018-12-20
912796RC5,Bill,13-Week,2018-12-17
912796QM4,Bill,26-Week,2018-12-17
912796UJ6,Bill,4-Week,2018-12-13
912796UN7,Bill,8-Week,2018-12-13
912810SE9,Bond,29-Year 11-Month,2018-12-13
9128285M8,Note,9-Year 11-Month,2018-12-12
9128285R7,Note,3-Year,2018-12-11
912796RB7,Bill,13-Week,2018-12-10
912796RU5,Bill,26-Week,2018-12-10
912796UH0,Bill,4-Week,2018-12-06
912796UM9,Bill,8-Week,2018-12-06
912796UG2,Bill,4-Week,2018-12-04
912796UL1,Bill,8-Week,2018-12-04
912796RN1,Bill,52-Week,2018-12-04
912796QZ5,Bill,13-Week,2018-12-03
912796RS0,Bill,26-Week,2018-12-03
9128285H9,FRN Note,1-Year 11-Month,2018-11-28
9128285N6,Note,7-Year,2018-11-28
9128285P1,Note,5-Year,2018-11-27
912796UF4,Bill,4-Week,2018-11-27
912796UK3,Bill,8-Week,2018-11-27
9128285Q9,Note,2-Year,2018-11-26
912796PT0,Bill,13-Week,2018-11-26
912796RR2,Bill,26-Week,2018-11-26
912828Y38,TIPS Note,9-Year 8-Month,2018-11-21
912796UE7,Bill,4-Week,2018-11-20
912796UJ6,Bill,8-Week,2018-11-20
912796QY8,Bill,13-Week,2018-11-19
912796QH5,Bill,26-Week,2018-11-19
912796UD9,Bill,4-Week,2018-11-13
912796UH0,Bill,8-Week,2018-11-13
912796QX0,Bill,13-Week,2018-11-13
912796RQ4,Bill,26-Week,2018-11-13
912810SE9,Bond,30-Year,2018-11-07
9128285M8,Note,10-Year,2018-11-06
912796PE3,Bill,4-Week,2018-11-06
912796UG2,Bill,8-Week,2018-11-06
912796RM3,Bill,52-Week,2018-11-06
9128285L0,Note,3-Year,2018-11-05
912796QW2,Bill,13-Week,2018-11-05
912796RP6,Bill,26-Week,2018-11-05
912796QL6,Bill,4-Week,2018-10-30
912796UF4,Bill,8-Week,2018-10-30
912796PP8,Bill,13-Week,2018-10-29
912796RJ0,Bill,26-Week,2018-10-29
9128285J5,Note,7-Year,2018-10-25
9128285H9,FRN Note,2-Year,2018-10-24
9128285K2,Note,5-Year,2018-10-24
9128285G1,Note,2-Year,2018-10-23
912796QK8,Bill,4-Week,2018-10-23
912796UE7,Bill,8-Week,2018-10-23
912796QU6,Bill,13-Week,2018-10-22
912796QC6,Bill,26-Week,2018-10-22
912810SB5,TIPS Bond,29-Year 4-Month,2018-10-18
912796QJ1,Bill,4-Week,2018-10-16
912796UD9,Bill,8-Week,2018-10-16
912796QT9,Bill,13-Week,2018-10-15
912796RH4,Bill,26-Week,2018-10-15
912810SD1,Bond,29-Year 10-Month,2018-10-11
9128285F3,Note,3-Year,2018-10-10
9128284V9,Note,9-Year 10-Month,2018-10-10
912796PD5,Bill,4-Week,2018-10-09
912796QS1,Bill,13-Week,2018-10-09
912796RG6,Bill,26-Week,2018-10-09
912796RF8,Bill,52-Week,2018-10-09
912796QF9,Bill,4-Week,2018-10-02
912796PK9,Bill,13-Week,2018-10-01
912796RD3,Bill,26-Week,2018-10-01
9128285C0,Note,7-Year,2018-09-27
9128285D8,Note,5-Year,2018-09-25
912828Y53,FRN Note,1-Year 10-Month,2018-09-25
912796QE2,Bill,4-Week,2018-09-25
9128285B2,Note,2-Year,2018-09-24
912796QQ5,Bill,13-Week,2018-09-24
912796PX1,Bill,26-Week,2018-09-24
912828Y38,TIPS Note,9-Year 10-Month,2018-09-20
912796QD4,Bill,4-Week,2018-09-18
912796QP7,Bill,13-Week,2018-09-17
912796RC5,Bill,26-Week,2018-09-17
912810SD1,Bond,29-Year 11-Month,2018-09-13
9128284V9,Note,9-Year 11-Month,2018-09-12
9128285A4,Note,3-Year,2018-09-11
912796NZ8,Bill,4-Week,2018-09-11
912796RA9,Bill,52-Week,2018-09-11
912796QN2,Bill,13-Week,2018-09-10
912796RB7,Bill,26-Week,2018-09-10
912796QB8,Bill,4-Week,2018-09-04
912796PE3,Bill,13-Week,2018-09-04
912796QZ5,Bill,26-Week,2018-09-04
912828Y53,FRN Note,1-Year 11-Month,2018-08-29
9128284Z0,Note,7-Year,2018-08-29
9128284X5,Note,5-Year,2018-08-28
912796QA0,Bill,4-Week,2018-08-28
9128284Y3,Note,2-Year,2018-08-27
912796QL6,Bill,13-Week,2018-08-27
912796PT0,Bill,26-Week,2018-08-27
9128284H0,TIPS Note,4-Year 8-Month,2018-08-23
912796PZ6,Bill,4-Week,2018-08-21
912796QK8,Bill,13-Week,2018-08-20
912796QY8,Bill,26-Week,2018-08-20
912796NV7,Bill,4-Week,2018-08-14
912796QV4,Bill,52-Week,2018-08-14
912796QJ1,Bill,13-Week,2018-08-13
912796QX0,Bill,26-Week,2018-08-13
912810SD1,Bond,30-Year,2018-08-09
9128284V9,Note,10-Year,2018-08-08
9128284W7,Note,3-Year,2018-08-07
912796PY9,Bill,4-Week,2018-08-07
912796PD5,Bill,13-Week,2018-08-06
912796QW2,Bill,26-Week,2018-08-06
912796PW3,Bill,4-Week,2018-07-31
912796QF9,Bill,13-Week,2018-07-30
912796PP8,Bill,26-Week,2018-07-30
912828Y79,Note,7-Year,2018-07-26
912828Y53,FRN Note,2-Year,2018-07-25
912828Y61,Note,5-Year,2018-07-25
912828Y46,Note,2-Year,2018-07-24
912796PV5,Bill,4-Week,2018-07-24
912796QE2,Bill,13-Week,2018-07-23
912796QU6,Bill,26-Week,2018-07-23
912828Y38,TIPS Note,10-Year,2018-07-19
912796NQ8,Bill,4-Week,2018-07-17
912796QR3,Bill,52-Week,2018-07-17
912796QD4,Bill,13-Week,2018-07-16
912796QT9,Bill,26-Week,2018-07-16
912810SC3,Bond,29-Year 10-Month,2018-07-12
9128284N7,Note,9-Year 10-Month,2018-07-11
912828Y20,Note,3-Year,2018-07-10
912796PU7,Bill,4-Week,2018-07-10
912796NZ8,Bill,13-Week,2018-07-09
912796QS1,Bill,26-Week,2018-07-09
912796PS2,Bill,4-Week,2018-07-02
912796QB8,Bill,13-Week,2018-07-02
912796PK9,Bill,26-Week,2018-07-02
912828XZ8,Note,7-Year,2018-06-28
9128284U1,Note,5-Year,2018-06-27
9128284K3,FRN Note,1-Year 10-Month,2018-06-27
912828XY1,Note,2-Year,2018-06-26
912796PR4,Bill,4-Week,2018-06-26
912796QA0,Bill,13-Week,2018-06-25
912796QQ5,Bill,26-Week,2018-06-25
912810SB5,TIPS Bond,29-Year 8-Month,2018-06-21
912796MK2,Bill,4-Week,2018-06-19
912796QM4,Bill,52-Week,2018-06-19
912796PZ6,Bill,13-Week,2018-06-18
912796QP7,Bill,26-Week,2018-06-18
912810SC3,Bond,29-Year 11-Month,2018-06-12
912796PQ6,Bill,4-Week,2018-06-12
9128284T4,Note,3-Year,2018-06-11
9128284N7,Note,9-Year 11-Month,2018-06-11
912796NV7,Bill,13-Week,2018-06-11
912796QN2,Bill,26-Week,2018-06-11
912796PN3,Bill,4-Week,2018-06-05
912796PY9,Bill,13-Week,2018-06-04
912796PE3,Bill,26-Week,2018-06-04
912796PM5,Bill,4-Week,2018-05-29
912796PW3,Bill,13-Week,2018-05-29
912796QL6,Bill,26-Week,2018-05-29
9128284R8,Note,7-Year,2018-05-24
9128284S6,Note,5-Year,2018-05-23
9128284K3,FRN Note,1-Year 11-Month,2018-05-23
9128284Q0,Note,2-Year,2018-05-22
912796MF3,Bill,4-Week,2018-05-22
912796QH5,Bill,52-Week,2018-05-22
912796PV5,Bill,13-Week,2018-05-21
912796QK8,Bill,26-Week,2018-05-21
9128283R9,TIPS Note,9-Year 8-Month,2018-05-17
912796PL7,Bill,4-Week,2018-05-15
912796NQ8,Bill,13-Week,2018-05-14
912796QJ1,Bill,26-Week,2018-05-14
912810SC3,Bond,30-Year,2018-05-10
9128284N7,Note,10-Year,2018-05-09
9128284P2,Note,3-Year,2018-05-08
912796PJ2,Bill,4-Week,2018-05-08
912796PU7,Bill,13-Week,2018-05-07
912796PD5,Bill,26-Week,2018-05-07
912796PH6,Bill,4-Week,2018-05-01
912796PS2,Bill,13-Week,2018-04-30
912796QF9,Bill,26-Week,2018-04-30
9128284M9,Note,7-Year,2018-04-26
9128284K3,FRN Note,2-Year,2018-04-25
9128284L1,Note,5-Year,2018-04-25
9128284J6,Note,2-Year,2018-04-24
912796MB2,Bill,4-Week,2018-04-24
912796QC6,Bill,52-Week,2018-04-24
912796PR4,Bill,13-Week,2018-04-23
912796QE2,Bill,26-Week,2018-04-23
9128284H0,TIPS Note,5-Year,2018-04-19
912796PG8,Bill,4-Week,2018-04-17
912796MK2,Bill,13-Week,2018-04-16
912796QD4,Bill,26-Week,2018-04-16
912810SA7,Bond,29-Year 10-Month,2018-04-12
9128283W8,Note,9-Year 10-Month,2018-04-11
9128284G2,Note,3-Year,2018-04-10
912796PF0,Bill,4-Week,2018-04-10
912796PQ6,Bill,13-Week,2018-04-09
912796NZ8,Bill,26-Week,2018-04-09
912796PC7,Bill,4-Week,2018-04-03
912796PN3,Bill,13-Week,2018-04-02
912796QB8,Bill,26-Week,2018-04-02
9128283T5,FRN Note,1-Year 10-Month,2018-03-28
9128284F4,Note,7-Year,2018-03-28
9128284D9,Note,5-Year,2018-03-27
912796LX5,Bill,4-Week,2018-03-27
912796PX1,Bill,52-Week,2018-03-27
9128284C1,Note,2-Year,2018-03-26
912796PM5,Bill,13-Week,2018-03-26
912796QA0,Bill,26-Week,2018-03-26
9128283R9,TIPS Note,9-Year 10-Month,2018-03-22
912796PB9,Bill,4-Week,2018-03-20
912796MF3,Bill,13-Week,2018-03-19
912796PZ6,Bill,26-Week,2018-03-19
912796PA1,Bill,4-Week,2018-03-13
912810SA7,Bond,29-Year 11-Month,2018-03-13
912796PL7,Bill,13-Week,2018-03-12
912796NV7,Bill,26-Week,2018-03-12
9128284B3,Note,3-Year,2018-03-12
9128283W8,Note,9-Year 11-Month,2018-03-12
912796NY1,Bill,4-Week,2018-03-06
912796PJ2,Bill,13-Week,2018-03-05
912796PY9,Bill,26-Week,2018-03-05
912796LS6,Bill,4-Week,2018-02-27
912796PT0,Bill,52-Week,2018-02-27
912796PH6,Bill,13-Week,2018-02-26
912796PW3,Bill,26-Week,2018-02-26
9128283Z1,Note,7-Year,2018-02-22
9128284A5,Note,5-Year,2018-02-21
9128283T5,FRN Note,1-Year 11-Month,2018-02-21
9128283Y4,Note,2-Year,2018-02-20
912796NX3,Bill,4-Week,2018-02-20
912796MB2,Bill,13-Week,2018-02-20
912796PV5,Bill,26-Week,2018-02-20
912810SB5,TIPS Bond,30-Year,2018-02-15
912796PA1,CMB,55-Day,2018-02-13
912796NW5,Bill,4-Week,2018-02-13
912796PG8,Bill,13-Week,2018-02-12
912796NQ8,Bill,26-Week,2018-02-12
912810SA7,Bond,30-Year,2018-02-08
9128283W8,Note,10-Year,2018-02-07
9128283X6,Note,3-Year,2018-02-06
912796NU9,Bill,4-Week,2018-02-06
912796PB9,CMB,70-Day,2018-02-06
912796PF0,Bill,13-Week,2018-02-05
912796PU7,Bill,26-Week,2018-02-05
912796LN7,Bill,4-Week,2018-01-30
912796PP8,Bill,52-Week,2018-01-30
912796PC7,Bill,13-Week,2018-01-29
912796PS2,Bill,26-Week,2018-01-29
9128283V0,Note,7-Year,2018-01-25
9128283T5,FRN Note,2-Year,2018-01-24
9128283U2,Note,5-Year,2018-01-24
9128283S7,Note,2-Year,2018-01-23
912796NT2,Bill,4-Week,2018-01-23
912796LX5,Bill,13-Week,2018-01-22
912796PR4,Bill,26-Week,2018-01-22
912796NP0,CMB,6-Day,2018-01-19
9128283R9,TIPS Note,10-Year,2018-01-18
912796NS4,Bill,4-Week,2018-01-16
912796PB9,Bill,13-Week,2018-01-16
912796MK2,Bill,26-Week,2018-01-16
912810RZ3,Bond,29-Year 10-Month,2018-01-11
9128283F5,Note,9-Year 10-Month,2018-01-10
9128283Q1,Note,3-Year,2018-01-09
912796NR6,Bill,4-Week,2018-01-09
912796PA1,Bill,13-Week,2018-01-08
912796PQ6,Bill,26-Week,2018-01-08
912796LJ6,Bill,4-Week,2018-01-02
912796NY1,Bill,13-Week,2018-01-02
912796PN3,Bill,26-Week,2018-01-02
912796PK9,Bill,52-Week,2018-01-02
9128283P3,Note,7-Year,2017-12-28
912828N30,Note,5-Year,2017-12-27
9128283B4,FRN Note,1-Year 10-Month,2017-12-27
9128283N8,Note,2-Year,2017-12-26
912796NP0,Bill,4-Week,2017-12-26
912796LS6,Bill,13-Week,2017-12-26
912796PM5,Bill,26-Week,2017-12-26
912828X39,TIPS Note,4-Year 4-Month,2017-12-21
912796NN5,Bill,4-Week,2017-12-19
912796NX3,Bill,13-Week,2017-12-18
912796MF3,Bill,26-Week,2017-12-18
912810RZ3,Bond,29-Year 11-Month,2017-12-12
912796ML0,Bill,4-Week,2017-12-12
9128283L2,Note,3-Year,2017-12-11
9128283F5,Note,9-Year 11-Month,2017-12-11
912796NW5,Bill,13-Week,2017-12-11
912796PL7,Bill,26-Week,2017-12-11
912796NN5,CMB,41-Day,2017-12-08
912796LC1,Bill,4-Week,2017-12-05
912796PE3,Bill,52-Week,2017-12-05
912796NU9,Bill,13-Week,2017-12-04
912796PJ2,Bill,26-Week,2017-12-04
912796MJ5,Bill,4-Week,2017-11-28
9128283J7,Note,7-Year,2017-11-28
912796LN7,Bill,13-Week,2017-11-27
912796PH6,Bill,26-Week,2017-11-27
9128283H1,Note,2-Year,2017-11-27
912828M80,Note,5-Year,2017-11-27
912796MH9,Bill,4-Week,2017-11-21
9128283B4,FRN Note,1-Year 11-Month,2017-11-21
912796NT2,Bill,13-Week,2017-11-20
912796MB2,Bill,26-Week,2017-11-20
9128282L3,TIPS Note,9-Year 8-Month,2017-11-16
912796MG1,Bill,4-Week,2017-11-14
912796NS4,Bill,13-Week,2017-11-13
912796PG8,Bill,26-Week,2017-11-13
912810RZ3,Bond,30-Year,2017-11-09
9128283F5,Note,10-Year,2017-11-08
9128283G3,Note,3-Year,2017-11-07
912796LB3,Bill,4-Week,2017-11-07
912796PD5,Bill,52-Week,2017-11-07
912796NR6,Bill,13-Week,2017-11-06
912796PF0,Bill,26-Week,2017-11-06
912796ME6,Bill,4-Week,2017-10-31
912796LJ6,Bill,13-Week,2017-10-30
912796PC7,Bill,26-Week,2017-10-30
912796RX9,CMB,37-Day,2017-10-30
9128283D0,Note,7-Year,2017-10-26
9128283B4,FRN Note,2-Year,2017-10-25
9128283C2,Note,5-Year,2017-10-25
912828F62,Note,2-Year,2017-10-24
912796MD8,Bill,4-Week,2017-10-24
912796NP0,Bill,13-Week,2017-10-23
912796LX5,Bill,26-Week,2017-10-23
912810RW0,TIPS Bond,29-Year 4-Month,2017-10-19
912796MC0,Bill,4-Week,2017-10-17
912796NN5,Bill,13-Week,2017-10-16
912796PB9,Bill,26-Week,2017-10-16
912810RY6,Bond,29-Year 10-Month,2017-10-12
9128282Z2,Note,3-Year,2017-10-11
9128282R0,Note,9-Year 10-Month,2017-10-11
912796KX6,Bill,4-Week,2017-10-10
912796ML0,Bill,13-Week,2017-10-10
912796PA1,Bill,26-Week,2017-10-10
912796NZ8,Bill,52-Week,2017-10-10
912796MA4,Bill,4-Week,2017-10-03
912796LC1,Bill,13-Week,2017-10-02
912796NY1,Bill,26-Week,2017-10-02
9128282Y5,Note,7-Year,2017-09-28
9128282W9,Note,5-Year,2017-09-27
9128282M1,FRN Note,1-Year 10-Month,2017-09-27
9128282X7,Note,2-Year,2017-09-26
912796LZ0,Bill,4-Week,2017-09-26
912796MJ5,Bill,13-Week,2017-09-25
912796LS6,Bill,26-Week,2017-09-25
9128282L3,TIPS Note,9-Year 10-Month,2017-09-21
912796LY3,Bill,4-Week,2017-09-19
912796MH9,Bill,13-Week,2017-09-18
912796NX3,Bill,26-Week,2017-09-18
912810RY6,Bond,29-Year 11-Month,2017-09-13
9128282R0,Note,9-Year 11-Month,2017-09-12
912796KR9,Bill,4-Week,2017-09-12
912796NV7,Bill,52-Week,2017-09-12
9128282V1,Note,3-Year,2017-09-11
912796MG1,Bill,13-Week,2017-09-11
912796NW5,Bill,26-Week,2017-09-11
912796RL5,CMB,7-Day,2017-09-08
912796RL5,CMB,8-Day,2017-09-05
912796LW7,Bill,4-Week,2017-09-05
912796LB3,Bill,13-Week,2017-09-05
912796NU9,Bill,26-Week,2017-09-05
912796RK7,CMB,123-Day,2017-08-29
912796LV9,Bill,4-Week,2017-08-29
9128282U3,Note,7-Year,2017-08-29
912796ME6,Bill,13-Week,2017-08-28
912796LN7,Bill,26-Week,2017-08-28
9128282T6,Note,2-Year,2017-08-28
9128282S8,Note,5-Year,2017-08-28
912828X39,TIPS Note,4-Year 8-Month,2017-08-24
9128282M1,FRN Note,1-Year 11-Month,2017-08-23
912796LU1,Bill,4-Week,2017-08-22
912796MD8,Bill,13-Week,2017-08-21
912796NT2,Bill,26-Week,2017-08-21
912796KL2,Bill,4-Week,2017-08-15
912796NQ8,Bill,52-Week,2017-08-15
912796MC0,Bill,13-Week,2017-08-14
912796NS4,Bill,26-Week,2017-08-14
912810RY6,Bond,30-Year,2017-08-10
9128282R0,Note,10-Year,2017-08-09
9128282Q2,Note,3-Year,2017-08-08
912796LT4,Bill,4-Week,2017-08-08
912796KX6,Bill,13-Week,2017-08-07
912796NR6,Bill,26-Week,2017-08-07
912796LR8,Bill,4-Week,2017-08-01
912796MA4,Bill,13-Week,2017-07-31
912796LJ6,Bill,26-Week,2017-07-31
912796RE1,CMB,14-Day,2017-07-27
9128282N9,Note,7-Year,2017-07-27
9128282M1,FRN Note,2-Year,2017-07-26
9128282P4,Note,5-Year,2017-07-26
9128282K5,Note,2-Year,2017-07-25
912796LQ0,Bill,4-Week,2017-07-25
912796LZ0,Bill,13-Week,2017-07-24
912796NP0,Bill,26-Week,2017-07-24
9128282L3,TIPS Note,10-Year,2017-07-20
912796KF5,Bill,4-Week,2017-07-18
912796MK2,Bill,52-Week,2017-07-18
912796LY3,Bill,13-Week,2017-07-17
912796NN5,Bill,26-Week,2017-07-17
912810RX8,Bond,29-Year 10-Month,2017-07-13
912828X88,Note,9-Year 10-Month,2017-07-12
9128282J8,Note,3-Year,2017-07-11
912796LP2,Bill,4-Week,2017-07-11
912796KR9,Bill,13-Week,2017-07-10
912796ML0,Bill,26-Week,2017-07-10
912796LM9,Bill,4-Week,2017-07-03
912796LW7,Bill,13-Week,2017-07-03
912796LC1,Bill,26-Week,2017-07-03
912828X54,FRN Note,1-Year 10-Month,2017-06-28
912828XX3,Note,7-Year,2017-06-28
912828XW5,Note,5-Year,2017-06-27
912796LL1,Bill,4-Week,2017-06-27
912828XV7,Note,2-Year,2017-06-26
912796LV9,Bill,13-Week,2017-06-26
912796MJ5,Bill,26-Week,2017-06-26
912810RW0,TIPS Bond,29-Year 8-Month,2017-06-22
912796KB4,Bill,4-Week,2017-06-20
912796MF3,Bill,52-Week,2017-06-20
912796LU1,Bill,13-Week,2017-06-19
912796MH9,Bill,26-Week,2017-06-19
912796LK3,Bill,4-Week,2017-06-13
912810RX8,Bond,29-Year 11-Month,2017-06-13
912796KL2,Bill,13-Week,2017-06-12
912796MG1,Bill,26-Week,2017-06-12
912828XU9,Note,3-Year,2017-06-12
912828X88,Note,9-Year 11-Month,2017-06-12
912796LG2,Bill,4-Week,2017-06-06
912796LT4,Bill,13-Week,2017-06-05
912796LB3,Bill,26-Week,2017-06-05
912796LE7,CMB,14-Day,2017-05-30
912796LF4,Bill,4-Week,2017-05-30
912796LR8,Bill,13-Week,2017-05-30
912796ME6,Bill,26-Week,2017-05-30
912828XT2,Note,7-Year,2017-05-25
912828XR6,Note,5-Year,2017-05-24
912828X54,FRN Note,1-Year 11-Month,2017-05-24
912828XS4,Note,2-Year,2017-05-23
912796JX8,Bill,4-Week,2017-05-23
912796MB2,Bill,52-Week,2017-05-23
912796LQ0,Bill,13-Week,2017-05-22
912796MD8,Bill,26-Week,2017-05-22
912828V49,TIPS Note,9-Year 8-Month,2017-05-18
912796LE7,Bill,4-Week,2017-05-16
912796KF5,Bill,13-Week,2017-05-15
912796MC0,Bill,26-Week,2017-05-15
912810RX8,Bond,30-Year,2017-05-11
912828X88,Note,10-Year,2017-05-10
912828X96,Note,3-Year,2017-05-09
912796LD9,Bill,4-Week,2017-05-09
912796LP2,Bill,13-Week,2017-05-08
912796KX6,Bill,26-Week,2017-05-08
912796LA5,Bill,4-Week,2017-05-02
912796LM9,Bill,13-Week,2017-05-01
912796MA4,Bill,26-Week,2017-05-01
912828X70,Note,7-Year,2017-04-27
912828X54,FRN Note,2-Year,2017-04-26
912828X47,Note,5-Year,2017-04-26
912828ST8,Note,2-Year,2017-04-25
912796JT7,Bill,4-Week,2017-04-25
912796LX5,Bill,52-Week,2017-04-25
912796LL1,Bill,13-Week,2017-04-24
912796LZ0,Bill,26-Week,2017-04-24
912828X39,TIPS Note,5-Year,2017-04-20
912796KZ1,Bill,4-Week,2017-04-18
912796KB4,Bill,13-Week,2017-04-17
912796LY3,Bill,26-Week,2017-04-17
912810RV2,Bond,29-Year 10-Month,2017-04-12
912828V98,Note,9-Year 10-Month,2017-04-11
